Date,Open,High,Low,Close
2018-04-02 10-AM,7230,7232.7,7162,7222.15
2018-04-02 11-AM,7215.1,7258,7180.01,7135.17
2018-04-02 12-PM,7222.15,7222.15,7135,7160
2018-04-02 01-PM,7135.17,7189,7133,7099.99
2018-04-02 02-PM,7160,7171.91,7055,7170.36
2018-04-02 03-PM,7099.99,7200,7070.22,7154
2018-04-02 04-PM,7170.36,7200,7125,7136.2
2018-04-02 05-PM,7154,7164.99,7118.05,7115
2018-04-02 06-PM,7136.2,7150,7103,7118.18
2018-04-02 07-PM,7115,7154,7115,7117.9
2018-04-02 08-PM,7118.18,7140.9,7068.48,7133
2018-04-02 09-PM,7117.9,7180,7100,7193
2018-04-02 10-PM,7133,7200,7129.94,7184.67
2018-04-02 11-PM,7193,7207.62,7171.4,7154.21
2018-04-03 12-AM,7184.67,7230,7154.01,7165
2018-04-03 01-AM,7154.21,7180,7146.69,7290
2018-04-03 02-AM,7165,7290,7150.16,7290
2018-04-03 03-AM,7290,7300,7235.62,7435
2018-04-03 04-AM,7290,7470,7290,7419
2018-04-03 05-AM,7435,7480,7363,7420.04
2018-04-03 06-AM,7419,7458.1,7400,7508.4
2018-04-03 07-AM,7420.04,7509.28,7409.91,7476.51
2018-04-03 08-AM,7508.4,7528.99,7435,7451.47
2018-04-03 09-AM,7476.51,7476.51,7422.2,7415.6
2018-04-03 10-AM,7451.47,7486.58,7371.18,7438.5
2018-04-03 11-AM,7415.6,7460.89,7410.01,7456
2018-04-03 12-PM,7438.5,7479.06,7432,7472
2018-04-03 01-PM,7456,7533.65,7455.4,7480
2018-04-03 02-PM,7472,7508.26,7436.09,7500
2018-04-03 03-PM,7480,7521,7465.01,7490.22
2018-04-03 04-PM,7500,7550,7481,7512
2018-04-03 05-PM,7490.22,7512,7474.49,7600
2018-04-03 06-PM,7512,7625,7512,7634.02
2018-04-03 07-PM,7600,7675.93,7580,7537
2018-04-03 08-PM,7634.02,7644.99,7524,7581
2018-04-03 09-PM,7537,7599,7456.17,7509.98
2018-04-03 10-PM,7581,7594,7502,7539.94
2018-04-03 11-PM,7509.98,7557,7505,7529.2
2018-04-04 12-AM,7539.94,7539.99,7507.5,7443.75
2018-04-04 01-AM,7529.2,7537.6,7440.01,7384.96
2018-04-04 02-AM,7443.75,7454.96,7350,7395.03
2018-04-04 03-AM,7384.96,7451,7358,7380.01
2018-04-04 04-AM,7395.03,7449,7361,7450.6
2018-04-04 05-AM,7380.01,7481.58,7380,7458
2018-04-04 06-AM,7450.6,7481.56,7433,7435.2
2018-04-04 07-AM,7458,7484.9,7415.49,7391.01
2018-04-04 08-AM,7435.2,7450,7390,7180
2018-04-04 09-AM,7391.01,7403.38,7141.01,7200
2018-04-04 10-AM,7180,7245.88,7126,7165.65
2018-04-04 11-AM,7200,7200,7109,7160
2018-04-04 12-PM,7165.65,7174.99,7110,7180
2018-04-04 01-PM,7160,7231.89,7145,7000.01
2018-04-04 02-PM,7180,7180,6976.77,6931.07
2018-04-04 03-PM,7000.01,7050,6900,7015
2018-04-04 04-PM,6931.07,7030,6918.23,6982.79
2018-04-04 05-PM,7015,7027,6958.8,6990
2018-04-04 06-PM,6982.79,6999,6905,7040
2018-04-04 07-PM,6990,7080,6933.25,6995.08
2018-04-04 08-PM,7040,7092.22,6995.08,6965
2018-04-04 09-PM,6995.08,7019,6939.27,6946.07
2018-04-04 10-PM,6965,6999.32,6900,6948.07
2018-04-04 11-PM,6946.07,7007.35,6908,6886.9
2018-04-05 12-AM,6948.07,7000,6886.9,6810
2018-04-05 01-AM,6886.9,6920.28,6810,6840
2018-04-05 02-AM,6810,6886.88,6808.33,7050
2018-04-05 03-AM,6840,7090.79,6830,7071.2
2018-04-05 04-AM,7050,7200,7036.85,7120
2018-04-05 05-AM,7071.2,7145,7038,6981.33
2018-04-05 06-AM,7120,7129.34,6979.7,7020
2018-04-05 07-AM,6981.33,7050,6950,7125.13
2018-04-05 08-AM,7020,7157.2,6990.01,7050
2018-04-05 09-AM,7125.13,7130,7040,7042.24
2018-04-05 10-AM,7050,7095,6972.02,6984.47
2018-04-05 11-AM,7042.24,7042.24,6977.13,6876.9
2018-04-05 12-PM,6984.47,6988,6844.1,6999
2018-04-05 01-PM,6876.9,7030,6809.9,6959.9
2018-04-05 02-PM,6999,7100,6946.1,6954
2018-04-05 03-PM,6959.9,6959.99,6891.2,6912.37
2018-04-05 04-PM,6954,6959.92,6866.6,6910
2018-04-05 05-PM,6912.37,7005.22,6857.11,6910
2018-04-05 06-PM,6910,6910,6910,6910
2018-04-05 07-PM,6910,6910,6910,6900
2018-04-05 08-PM,6910,6999,6882,6885.24
2018-04-05 09-PM,6900,6960,6880,6915
2018-04-05 10-PM,6885.24,6999,6885.24,6976.9
2018-04-05 11-PM,6915,7000.2,6910.01,6955.52
2018-04-06 12-AM,6976.9,7011.65,6949.57,6965
2018-04-06 01-AM,6955.52,6990,6947.05,6950.09
2018-04-06 02-AM,6965,6994.74,6893.22,6943.97
2018-04-06 03-AM,6950.09,6950.09,6917,6970
2018-04-06 04-AM,6943.97,6980,6935,6976.47
2018-04-06 05-AM,6970,7013.71,6920,6816.63
2018-04-06 06-AM,6976.47,6976.47,6755,6874.01
2018-04-06 07-AM,6816.63,7203,6810.51,6838
2018-04-06 08-AM,6874.01,6875,6825,6811
2018-04-06 09-AM,6838,6848,6790,6771
2018-04-06 10-AM,6811,6850,6770,6871
2018-04-06 11-AM,6771,6907.44,6770,6830
2018-04-06 12-PM,6871,6871,6800,6830.9
2018-04-06 01-PM,6830,6869.89,6784.87,6837.87
2018-04-06 02-PM,6830.9,6856,6802,6796.72
2018-04-06 03-PM,6837.87,6837.87,6788,6791.19
2018-04-06 04-PM,6796.72,6856.28,6780,6799.64
2018-04-06 05-PM,6791.19,6820.79,6780,6822.3
2018-04-06 06-PM,6799.64,6874,6781.35,6816.1
2018-04-06 07-PM,6822.3,6838.72,6798.06,6800.3
2018-04-06 08-PM,6816.1,6840,6750,6796.73
2018-04-06 09-PM,6800.3,6813.97,6777.63,6750
2018-04-06 10-PM,6796.73,6834.69,6750,6800.31
2018-04-06 11-PM,6750,6833.67,6730,6826.58
2018-04-07 12-AM,6800.31,6849.89,6784.77,7019.9
2018-04-07 01-AM,6826.58,7059.99,6826.58,6994.44
2018-04-07 02-AM,7019.9,7057.87,6981,7030
2018-04-07 03-AM,6994.44,7056.34,6978.94,7000
2018-04-07 04-AM,7030,7068.96,6990,7000
2018-04-07 05-AM,7000,7049,6990,7041.78
2018-04-07 06-AM,7000,7050,6996,7011.14
2018-04-07 07-AM,7041.78,7048.7,7003,7060.16
2018-04-07 08-AM,7011.14,7089.9,7011.14,7010
2018-04-07 09-AM,7060.16,7079,7000.01,7030
2018-04-07 10-AM,7010,7055,7010,7020
2018-04-07 11-AM,7030,7049,7007.68,7035.3
2018-04-07 12-PM,7020,7040.9,7003.01,6984.74
2018-04-07 01-PM,7035.3,7038.67,6924.53,6982.5
2018-04-07 02-PM,6984.74,7006,6972.79,7122
2018-04-07 03-PM,6982.5,7123,6982.5,7124
2018-04-07 04-PM,7122,7173.73,7087.67,7120
2018-04-07 05-PM,7124,7169,7089,7096.01
2018-04-07 06-PM,7120,7120,7048.48,7081.99
2018-04-07 07-PM,7096.01,7098.91,7045,7053.88
2018-04-07 08-PM,7081.99,7095,7043.85,7055.1
2018-04-07 09-PM,7053.88,7084.12,7000,6998.59
2018-04-07 10-PM,7055.1,7094.99,6990.11,6982
2018-04-07 11-PM,6998.59,7019.93,6963.37,7057.8
2018-04-08 12-AM,6982,7068,6977,7080
2018-04-08 01-AM,7057.8,7080,7019.26,7020.1
2018-04-08 02-AM,7080,7080,7015.97,7023.18
2018-04-08 03-AM,7020.1,7053.32,7014.97,7061.99
2018-04-08 04-AM,7023.18,7089.96,7023.18,7036
2018-04-08 05-AM,7061.99,7085.41,7030,7010.46
2018-04-08 06-AM,7036,7046.8,6977.89,7050
2018-04-08 07-AM,7010.46,7060,7000.01,7080
2018-04-08 08-AM,7050,7090.35,7018.8,7099.9
2018-04-08 09-AM,7080,7100,7046.01,7089.1
2018-04-08 10-AM,7099.9,7123.01,7080,7160.06
2018-04-08 11-AM,7089.1,7175.16,7086,7196
2018-04-08 12-PM,7160.06,7250,7150,7153
2018-04-08 01-PM,7196,7199,7152,7102.1
2018-04-08 02-PM,7153,7169.95,7102,7130
2018-04-08 03-PM,7102.1,7159.6,7083,7059
2018-04-08 04-PM,7130,7132.94,7050,7042.52
2018-04-08 05-PM,7059,7075.25,7020,7085.12
2018-04-08 06-PM,7042.52,7112,7042.52,7054.08
2018-04-08 07-PM,7085.12,7100,7048.6,7052.5
2018-04-08 08-PM,7054.08,7092.79,7045,7061
2018-04-08 09-PM,7052.5,7065,7045.04,7073.8
2018-04-08 10-PM,7061,7100,7036.18,7054.1
2018-04-08 11-PM,7073.8,7084.9,7035.33,7100
2018-04-09 12-AM,7054.1,7132.22,7054.1,7148.35
2018-04-09 01-AM,7100,7159,7099.01,7140
2018-04-09 02-AM,7148.35,7190,7128.92,7149.96
2018-04-09 03-AM,7140,7155,7079.42,7178
2018-04-09 04-AM,7149.96,7178,7122,7170
2018-04-09 05-AM,7178,7190,7131.86,7173.1
2018-04-09 06-AM,7170,7183.45,7147.9,7199
2018-04-09 07-AM,7173.1,7203.99,7171.52,7220
2018-04-09 08-AM,7199,7222,7186.01,7151.57
2018-04-09 09-AM,7220,7235,7146,6895
2018-04-09 10-AM,7151.57,7158.9,6868.82,6892.1
2018-04-09 11-AM,6895,6929.38,6820,6870
2018-04-09 12-PM,6892.1,6937.99,6849.7,6860
2018-04-09 01-PM,6870,6892.58,6839.87,6889.98
2018-04-09 02-PM,6860,6889.98,6805.1,6884.03
2018-04-09 03-PM,6889.98,6940.05,6828.5,6916.19
2018-04-09 04-PM,6884.03,6916.51,6880,6916.19
2018-04-09 05-PM,6916.19,6916.19,6916.19,6916.19
2018-04-09 06-PM,6916.19,6916.19,6916.19,6916.19
2018-04-09 07-PM,6916.19,6916.19,6916.19,6916.19
2018-04-09 08-PM,6916.19,6916.19,6916.19,6895
2018-04-09 09-PM,6916.19,6940,6886.01,6882.5
2018-04-09 10-PM,6895,6930.84,6875,6920
2018-04-09 11-PM,6882.5,6931.03,6875,6939.98
2018-04-10 12-AM,6920,6939.98,6905.91,6901.19
2018-04-10 01-AM,6939.98,6939.98,6900.3,6920.21
2018-04-10 02-AM,6901.19,6955.67,6901.19,6937.6
2018-04-10 03-AM,6920.21,6996.23,6900.48,6959.35
2018-04-10 04-AM,6937.6,7000,6926.08,6921.1
2018-04-10 05-AM,6959.35,6964.72,6907,6891.2
2018-04-10 06-AM,6921.1,6970.54,6891.03,6902.25
2018-04-10 07-AM,6891.2,6949.06,6885.94,6902
2018-04-10 08-AM,6902.25,6948.96,6870,6923
2018-04-10 09-AM,6902,6930,6900.1,6904.76
2018-04-10 10-AM,6923,6950,6865,6932.68
2018-04-10 11-AM,6904.76,7094.95,6869.23,6931.6
2018-04-10 12-PM,6932.68,7025,6920,6955
2018-04-10 01-PM,6931.6,6958.99,6931.6,6949.78
2018-04-10 02-PM,6955,6957.5,6949.78,6980.02
2018-04-10 03-PM,6949.78,7013,6930,6977.05
2018-04-10 04-PM,6980.02,7016.02,6965.15,7006.01
2018-04-10 05-PM,6977.05,7028,6977.05,6993.34
2018-04-10 06-PM,7006.01,7028,6960,6975.78
2018-04-10 07-PM,6993.34,6994.39,6960.01,6985
2018-04-10 08-PM,6975.78,6994.48,6960.01,6974.5
2018-04-10 09-PM,6985,6999.15,6962.5,6963.98
2018-04-10 10-PM,6974.5,6999.99,6951,6952.56
2018-04-10 11-PM,6963.98,6977,6944.72,6985
2018-04-11 12-AM,6952.56,6985.1,6952.56,6982.72
2018-04-11 01-AM,6985,6995.31,6960,6968.76
2018-04-11 02-AM,6982.72,6987.22,6941.13,6946.13
2018-04-11 03-AM,6968.76,6976.8,6940.21,6943.4
2018-04-11 04-AM,6946.13,6959.93,6941.01,6966.11
2018-04-11 05-AM,6943.4,6987.95,6942.01,6959.47
2018-04-11 06-AM,6966.11,6967.12,6925,6974.1
2018-04-11 07-AM,6959.47,6979.42,6928.66,6940
2018-04-11 08-AM,6974.1,6974.1,6933.36,6945
2018-04-11 09-AM,6940,6960,6937,6925
2018-04-11 10-AM,6945,6950,6925,6943.1
2018-04-11 11-AM,6925,6967.55,6925,6940
2018-04-11 12-PM,6943.1,6960,6939,7047.9
2018-04-11 01-PM,6940,7054.79,6939,7012
2018-04-11 02-PM,7047.9,7047.9,7007.01,7038
2018-04-11 03-PM,7012,7040,7000,6981
2018-04-11 04-PM,7038,7038,6980.42,6965
2018-04-11 05-PM,6966,6966,6965,6965
2018-04-11 06-PM,6965,6965,6965,6976.66
2018-04-11 07-PM,6965,6999.99,6951,6962.3
2018-04-11 08-PM,6976.66,7000,6956,6976.4
2018-04-11 09-PM,6962.3,6989,6956,6989.9
2018-04-11 10-PM,6976.4,6996,6957.13,6970.72
2018-04-11 11-PM,6989.9,7000,6960,6997.69
2018-04-12 12-AM,6970.72,7000,6964.43,7000.1
2018-04-12 01-AM,6997.69,7006.52,6960,7017.99
2018-04-12 02-AM,7000.1,7020,6970.56,6982
2018-04-12 03-AM,7017.99,7025,6975,7005
2018-04-12 04-AM,6982,7018,6980,6977
2018-04-12 05-AM,7005,7017.99,6977,6851
2018-04-12 06-AM,6977,7007,6851,6909
2018-04-12 07-AM,6851,6931.34,6836.01,6937.6
2018-04-12 08-AM,6909,6937.6,6902,6922.27
2018-04-12 09-AM,6937.6,6954.73,6904.18,7010
2018-04-12 10-AM,6922.27,7022,6912.81,7565
2018-04-12 11-AM,7010,7652.51,7000.1,7629.9
2018-04-12 12-PM,7565,7750.9,7477,7617
2018-04-12 01-PM,7629.9,7630,7571,7622
2018-04-12 02-PM,7617,7654,7589.04,7560
2018-04-12 03-PM,7622,7640,7550,7587.6
2018-04-12 04-PM,7560,7622,7532,7666
2018-04-12 05-PM,7587.6,7726.18,7560,7641
2018-04-12 06-PM,7666,7670.79,7601.38,7641.5
2018-04-12 07-PM,7641,7674,7628,7700
2018-04-12 08-PM,7641.5,7720,7620.38,7838.98
2018-04-12 09-PM,7700,7866,7690,7840
2018-04-12 10-PM,7838.98,7845,7722.04,7903.5
2018-04-12 11-PM,7840,7940,7822.27,7821
2018-04-13 12-AM,7903.5,7956.12,7760,7760.5
2018-04-13 01-AM,7821,7855,7700,7840
2018-04-13 02-AM,7760.5,7845.21,7750,7810
2018-04-13 03-AM,7840,7850.9,7806,7801.01
2018-04-13 04-AM,7810,7819.36,7742.96,7737
2018-04-13 05-AM,7801.01,7804.99,7720,7754.2
2018-04-13 06-AM,7737,7808.34,7715.01,8094.89
2018-04-13 07-AM,7754.2,8185.29,7750.32,8145
2018-04-13 08-AM,8094.89,8158.25,8040,8100.1
2018-04-13 09-AM,8145,8189,8100,8107.1
2018-04-13 10-AM,8100.1,8179.9,8080.05,8162.1
2018-04-13 11-AM,8107.1,8236,8107.1,8241
2018-04-13 12-PM,8162.1,8297.54,8161.02,8209
2018-04-13 01-PM,8241,8290.8,8161.02,8203.2
2018-04-13 02-PM,8209,8233.07,8161.02,8215
2018-04-13 03-PM,8203.2,8215,8174.86,8215
2018-04-13 04-PM,8215,8250,8173,8208.73
2018-04-13 05-PM,8215,8223.14,8150,8199.99
2018-04-13 06-PM,8208.73,8210.29,8155,8172
2018-04-13 07-PM,8199.99,8199.99,8172,7999.9
2018-04-13 08-PM,8172,8186.1,7900,7921.17
2018-04-13 09-PM,7999.9,7999.99,7851.82,7947.86
2018-04-13 10-PM,7921.17,7948,7821.01,7939.94
2018-04-13 11-PM,7947.86,8035,7898.86,7973.3
2018-04-14 12-AM,7939.94,7990.44,7879.31,8124.58
2018-04-14 01-AM,7973.3,8157.31,7945.63,8124.99
2018-04-14 02-AM,8124.58,8147.99,8000,8143.6
2018-04-14 03-AM,8124.99,8151.53,8076.31,8018.34
2018-04-14 04-AM,8143.6,8149.88,8018.16,7997
2018-04-14 05-AM,8018.34,8100,7974.43,8035
2018-04-14 06-AM,7997,8050,7974.48,8172
2018-04-14 07-AM,8035,8195,8020.9,8156.2
2018-04-14 08-AM,8172,8210,8114.11,8065.1
2018-04-14 09-AM,8156.2,8173.46,8051,8005.1
2018-04-14 10-AM,8065.1,8100,7954.67,8000.07
2018-04-14 11-AM,8005.1,8090,7987.9,7920
2018-04-14 12-PM,8000.07,8032,7900,7980.6
2018-04-14 01-PM,7920,7999.99,7915.55,7975
2018-04-14 02-PM,7980.6,8000,7909.92,7972.1
2018-04-14 03-PM,7975,8005.6,7970,8020
2018-04-14 04-PM,7972.1,8022.7,7948,7966
2018-04-14 05-PM,8020,8033.59,7961.01,8033.05
2018-04-14 06-PM,7966,8050,7966,8050
2018-04-14 07-PM,8033.05,8076.51,8018.16,8102.13
2018-04-14 08-PM,8050,8116,8040,8065.86
2018-04-14 09-PM,8102.13,8116,8031.37,8069.45
2018-04-14 10-PM,8065.86,8076.68,8032.27,8027.02
2018-04-14 11-PM,8069.45,8069.45,8010.58,8071.54
2018-04-15 12-AM,8027.02,8132,8010.59,8130
2018-04-15 01-AM,8071.54,8130,8071.44,8075.4
2018-04-15 02-AM,8130,8142,8066.38,8098.99
2018-04-15 03-AM,8075.4,8099,8061.17,8100.83
2018-04-15 04-AM,8098.99,8149,8082.93,8117.03
2018-04-15 05-AM,8100.83,8149.9,8060.01,8115.12
2018-04-15 06-AM,8117.03,8139,8106,8081.81
2018-04-15 07-AM,8115.12,8142.89,8070.88,8127
2018-04-15 08-AM,8081.81,8150.9,8062,8121.41
2018-04-15 09-AM,8127,8175.36,8085,8139.7
2018-04-15 10-AM,8121.41,8157,8110,8325
2018-04-15 11-AM,8139.7,8385.98,8110.38,8369
2018-04-15 12-PM,8325,8381.07,8300,8362.39
2018-04-15 01-PM,8369,8390,8325.52,8325.32
2018-04-15 02-PM,8362.39,8390,8315.34,8283.9
2018-04-15 03-PM,8325.32,8328.3,8230,8289.99
2018-04-15 04-PM,8283.9,8299.9,8251,8320.4
2018-04-15 05-PM,8289.99,8320.4,8243.97,8364.81
2018-04-15 06-PM,8320.4,8364.81,8305,8300
2018-04-15 07-PM,8364.81,8367.63,8285,8290
2018-04-15 08-PM,8300,8345,8280.11,8300
2018-04-15 09-PM,8290,8300,8275,8330
2018-04-15 10-PM,8300,8359.6,8278.01,8343
2018-04-15 11-PM,8330,8367.63,8330,8370.46
2018-04-16 12-AM,8343,8390,8334.67,8353.03
2018-04-16 01-AM,8370.46,8389.85,8344.34,8176
2018-04-16 02-AM,8353.03,8358,8140,8156.75
2018-04-16 03-AM,8176,8206.06,8142.01,8160.02
2018-04-16 04-AM,8156.75,8192.78,8146.77,8080
2018-04-16 05-AM,8160.02,8190.1,8050,8149
2018-04-16 06-AM,8080,8153,8051,8170
2018-04-16 07-AM,8149,8191.64,8121,8165.5
2018-04-16 08-AM,8170,8185,8140,8120
2018-04-16 09-AM,8165.5,8189,8083.61,8089.05
2018-04-16 10-AM,8120,8139.87,8080,8128.5
2018-04-16 11-AM,8089.05,8128.5,8075.01,7980
2018-04-16 12-PM,8128.5,8132.24,7960,8024.99
2018-04-16 01-PM,7980,8037.64,7926.76,8019
2018-04-16 02-PM,8024.99,8024.99,7987.03,8046.9
2018-04-16 03-PM,8019,8088,8005,8010
2018-04-16 04-PM,8046.9,8070,8000,8097.2
2018-04-16 05-PM,8010,8128.85,8010,8080
2018-04-16 06-PM,8097.2,8111,8051.7,8020
2018-04-16 07-PM,8080,8125,7995,8049.99
2018-04-16 08-PM,8020,8056.25,7995,8046.83
2018-04-16 09-PM,8049.99,8099,8037.83,8064.14
2018-04-16 10-PM,8046.83,8097.2,8029.72,8099.19
2018-04-16 11-PM,8064.14,8121,8064.14,8100
2018-04-17 12-AM,8099.19,8120,8081.09,8115.6
2018-04-17 01-AM,8100,8126.2,8074.39,8079.69
2018-04-17 02-AM,8115.6,8115.97,8022.36,8065.8
2018-04-17 03-AM,8079.69,8081,8042.23,8082.77
2018-04-17 04-AM,8065.8,8089.71,8040,8007.64
2018-04-17 05-AM,8082.77,8083,8000,8081
2018-04-17 06-AM,8007.64,8104.81,8001,8200
2018-04-17 07-AM,8081,8224,8081,8190.02
2018-04-17 08-AM,8200,8220,8181,8185
2018-04-17 09-AM,8190.02,8220,8181.01,8138.5
2018-04-17 10-AM,8185,8192.9,8102.65,8135
2018-04-17 11-AM,8138.5,8160,8111,8123
2018-04-17 12-PM,8135,8169,8120.01,8090.5
2018-04-17 01-PM,8123,8168,8090,8117
2018-04-17 02-PM,8090.5,8150,8083.41,8117.6
2018-04-17 03-PM,8117,8137,8094.77,8146
2018-04-17 04-PM,8117.6,8150,8100,8107
2018-04-17 05-PM,8146,8159.99,8102.65,8002.88
2018-04-17 06-PM,8107,8129.99,7963.2,7968
2018-04-17 07-PM,8002.88,8010.92,7917,7968
2018-04-17 08-PM,7968,8032.1,7878,8012.6
2018-04-17 09-PM,7968,8020,7940.35,7971.92
2018-04-17 10-PM,8012.6,8017.88,7935,7989.1
2018-04-17 11-PM,7971.92,7998.96,7971.92,7995.9
2018-04-18 12-AM,7989.1,8035,7989.1,8001.42
2018-04-18 01-AM,7995.9,8050.92,7991.14,7991
2018-04-18 02-AM,8001.42,8052.62,7991,8028
2018-04-18 03-AM,7991,8034.82,7991,7997.3
2018-04-18 04-AM,8028,8031.35,7992,8000
2018-04-18 05-AM,7997.3,8044.99,7993,8180
2018-04-18 06-AM,8000,8199,7987,8111
2018-04-18 07-AM,8180,8195,8088.1,8069
2018-04-18 08-AM,8111,8130,8056.77,8067.4
2018-04-18 09-AM,8069,8094.99,8014.38,8090
2018-04-18 10-AM,8067.4,8111,8057,8100.1
2018-04-18 11-AM,8090,8110,8048.14,8075
2018-04-18 12-PM,8100.1,8125,8075,8087.1
2018-04-18 01-PM,8075,8107,8071.19,8000
2018-04-18 02-PM,8087.1,8100,8000,8029.99
2018-04-18 03-PM,8000,8049.5,7951.01,8080
2018-04-18 04-PM,8029.99,8150,8010,8090.44
2018-04-18 05-PM,8080,8128.76,8054.46,8125
2018-04-18 06-PM,8090.44,8125,8058.16,8110.61
2018-04-18 07-PM,8125,8149.5,8074.39,8180
2018-04-18 08-PM,8110.61,8210,8088.94,8182.59
2018-04-18 09-PM,8180,8187,8133.01,8125
2018-04-18 10-PM,8182.59,8184.91,8100.21,8117.96
2018-04-18 11-PM,8125,8158.9,8112,8109
2018-04-19 12-AM,8117.96,8146,8100.2,8139.6
2018-04-19 01-AM,8109,8149.95,8095.45,8170
2018-04-19 02-AM,8139.6,8210.1,8106.44,8181
2018-04-19 03-AM,8170,8214.96,8169.21,8166
2018-04-19 04-AM,8181,8200.1,8124.5,8170
2018-04-19 05-AM,8166,8180.01,8145,8123.33
2018-04-19 06-AM,8170,8184.99,8123.33,8131.02
2018-04-19 07-AM,8123.33,8195,8097.2,8155
2018-04-19 08-AM,8131.02,8196,8131.02,8197.44
2018-04-19 09-AM,8155,8230,8148.47,8205
2018-04-19 10-AM,8197.44,8229.54,8181,8199.56
2018-04-19 11-AM,8205,8239.23,8183.54,8232.96
2018-04-19 12-PM,8199.56,8233.07,8175,8208
2018-04-19 01-PM,8232.96,8235,8202.04,8235
2018-04-19 02-PM,8208,8240,8180,8246
2018-04-19 03-PM,8235,8246,8220,8275
2018-04-19 04-PM,8246,8287.77,8211,8280
2018-04-19 05-PM,8275,8305,8239.79,8260
2018-04-19 06-PM,8280,8309.2,8240,8201
2018-04-19 07-PM,8260,8280,8200,8225.1
2018-04-19 08-PM,8201,8260,8197,8250
2018-04-19 09-PM,8225.1,8299.4,8225,8253
2018-04-19 10-PM,8250,8299.99,8243.24,8272
2018-04-19 11-PM,8253,8299.99,8240,8290
2018-04-20 12-AM,8272,8333,8257.2,8300
2018-04-20 01-AM,8290,8318.41,8252,8267.2
2018-04-20 02-AM,8300,8318.48,8238.56,8250.01
2018-04-20 03-AM,8267.2,8317.79,8250.01,8165
2018-04-20 04-AM,8250.01,8282.96,8151,8230
2018-04-20 05-AM,8165,8261.88,8122,8280
2018-04-20 06-AM,8230,8300,8220.1,8305.09
2018-04-20 07-AM,8280,8340,8266.67,8280.06
2018-04-20 08-AM,8305.09,8343,8265.32,8295.2
2018-04-20 09-AM,8280.06,8320,8252.01,8489.99
2018-04-20 10-AM,8295.2,8498.97,8285.11,8495
2018-04-20 11-AM,8489.99,8499,8460,8457.5
2018-04-20 12-PM,8495,8510.95,8400,8440
2018-04-20 01-PM,8457.5,8487,8401,8475
2018-04-20 02-PM,8440,8486.95,8418,8437
2018-04-20 03-PM,8475,8475,8400,8460
2018-04-20 04-PM,8437,8460,8401,8449
2018-04-20 05-PM,8460,8490,8440.18,8481
2018-04-20 06-PM,8449,8500,8434,8458
2018-04-20 07-PM,8481,8498.9,8450,8500
2018-04-20 08-PM,8458,8500,8450.1,8491
2018-04-20 09-PM,8500,8520,8451.44,8739.4
2018-04-20 10-PM,8491,8850,8450,8693.9
2018-04-20 11-PM,8739.4,8745,8621.16,8670.99
2018-04-21 12-AM,8693.9,8708,8658.79,8753.9
2018-04-21 01-AM,8670.99,8754,8650,8797
2018-04-21 02-AM,8753.9,8797.99,8725.47,8825
2018-04-21 03-AM,8797,8847,8782.85,8800
2018-04-21 04-AM,8825,8847,8794.55,8811.99
2018-04-21 05-AM,8800,8820,8790.74,8897.54
2018-04-21 06-AM,8811.99,8898,8800,8902
2018-04-21 07-AM,8897.54,8985,8895.3,8758
2018-04-21 08-AM,8902,8902,8700,8663.52
2018-04-21 09-AM,8758,8765,8613,8698.91
2018-04-21 10-AM,8663.52,8734.1,8616.05,8630.04
2018-04-21 11-AM,8698.91,8698.99,8545.11,8735.75
2018-04-21 12-PM,8630.04,8750,8625.55,8723
2018-04-21 01-PM,8735.75,8744,8650,8720
2018-04-21 02-PM,8723,8751.95,8696.39,8797
2018-04-21 03-PM,8720,8797.41,8698.1,8713
2018-04-21 04-PM,8797,8840,8713,8750.08
2018-04-21 05-PM,8713,8765.69,8712.56,8806.13
2018-04-21 06-PM,8750.08,8819.99,8730,8774.6
2018-04-21 07-PM,8806.13,8822,8715.49,8767.71
2018-04-21 08-PM,8774.6,8786.26,8703,8745.1
2018-04-21 09-PM,8767.71,8776.88,8730,8753.32
2018-04-21 10-PM,8745.1,8781,8741.02,8850
2018-04-21 11-PM,8753.32,8850,8753.32,8794.65
2018-04-22 12-AM,8850,8850,8780.66,8787.13
2018-04-22 01-AM,8794.65,8800,8772.67,8830.4
2018-04-22 02-AM,8787.13,8854.57,8787.13,8810.45
2018-04-22 03-AM,8830.4,8860,8794.02,8846.99
2018-04-22 04-AM,8810.45,8858.9,8792.65,8819.41
2018-04-22 05-AM,8846.99,8858.89,8812.12,8842.4
2018-04-22 06-AM,8819.41,8870,8812.78,8839.56
2018-04-22 07-AM,8842.4,8880.1,8815.12,8876
2018-04-22 08-AM,8839.56,8899,8836.5,8849
2018-04-22 09-AM,8876,8911.85,8819.24,8872.07
2018-04-22 10-AM,8849,8919,8839.7,8869
2018-04-22 11-AM,8872.07,8934.45,8869,8817.96
2018-04-22 12-PM,8869,8912.49,8746,8827
2018-04-22 01-PM,8817.96,8878.34,8787,8895
2018-04-22 02-PM,8827,8920,8827,8891.1
2018-04-22 03-PM,8895,8927.08,8863.03,8859.9
2018-04-22 04-PM,8891.1,8945,8830,8885
2018-04-22 05-PM,8859.9,8900,8845,8908.9
2018-04-22 06-PM,8885,8909,8857.1,8811
2018-04-22 07-PM,8908.9,8909,8810,8849
2018-04-22 08-PM,8811,8900,8810,8890
2018-04-22 09-PM,8849,8890,8825.01,8821.51
2018-04-22 10-PM,8890,8895,8807.29,8807
